summary,temperature,humidity,visibility,wind_speed,cloud_cover,precip_intensity
Drizzle,74.59,0.84,9.22,3.09,0.7,0.0529
Drizzle,75.66,0.81,9.6,3.17,0.51,0.0407
Drizzle,77.74,0.77,9.48,2.93,0.41,0.04
Drizzle,79.06,0.73,9.76,3.14,0.51,0.0314
Drizzle,79.94,0.7,9.89,2.91,0.46,0.0108
Drizzle,80.7,0.68,9.88,2.35,0.32,0.0225
Drizzle,80.46,0.66,9.87,2.76,0.24,0.0256
Drizzle,78.91,0.67,9.95,2.6,0.11,0.052
Drizzle,76.86,0.68,9.98,2.25,0.2,0.0354
Drizzle,74.92,0.74,9.72,1.93,0.65,0.0102
Drizzle,72.79,0.78,9.55,1.3,0.43,0.0087
Drizzle,71.58,0.81,9.55,1.78,0.18,0.0078
Drizzle,70.8,0.86,9.75,2.5,0.69,0.0128
Drizzle,68.95,0.89,9.69,1.84,0.33,0.0085
Drizzle,67.87,0.92,9.52,2.06,0.39,0.0054
Cloudy,67.18,0.92,8.15,1.95,0.61,0.0027
Cloudy,66.93,0.93,7.46,1.54,0.59,0.0008
Cloudy,66.68,0.93,7.7,1.69,0.55,0
Cloudy,65.93,0.95,8.6,0.54,0.56,0
Cloudy,66.27,0.95,8.25,0.52,0.92,0
Cloudy,67.81,0.93,7.31,0.28,0.79,0
Cloudy,71.21,0.85,7.7,1,0.73,0.001
Cloudy,74.35,0.77,9.14,1.51,0.6,0.0017
Cloudy,76.86,0.72,9.77,2.97,0.52,0.0027
Drizzle,78.87,0.69,9.78,3.63,0.57,0.0108
Drizzle,80.25,0.66,10,3.48,0.79,0.0102
Drizzle,81.76,0.63,10,3.8,0.57,0.0155
Drizzle,82.4,0.62,10,3.03,0.63,0.0107
Drizzle,82.56,0.61,10,3.61,0.46,0.0241
Drizzle,82.44,0.63,9.96,3.38,0.55,0.0428
Rain,81.2,0.67,9.95,3.87,0.63,0.0696
Rain,80.38,0.69,9.95,3.44,0.7,0.0754
Drizzle,77.4,0.71,9.57,2.38,0.58,0.0463
Drizzle,74.04,0.84,6.55,2.53,0.48,0.0137
Drizzle,71.01,0.9,5.58,1.52,0.67,0.036
Drizzle,68.97,0.94,4.89,1.56,0.47,0.0135
Drizzle,69.7,0.91,9.25,2.63,0.7,0.0185
Drizzle,68.96,0.92,10,2.42,0.67,0.0104
Drizzle,68.63,0.93,10,3.3,0.65,0.007
Drizzle,68.19,0.94,9.79,3.41,0.6,0.0058
Drizzle,68.28,0.95,9.22,3.43,0.62,0.005
Cloudy,67.99,0.95,10,2.71,0.5,0.0043
Cloudy,67.95,0.95,10,2.92,0.54,0.004
Cloudy,68.45,0.96,8.51,3.4,0.59,0.0022
Cloudy,69.58,0.96,7.15,2.77,0.83,0.0026
Cloudy,71.39,0.92,10,3.17,0.59,0.0035
Cloudy,73.29,0.88,10,3.71,0.32,0.0039
Cloudy,74.76,0.83,9.5,4.68,0.54,0.0032
Cloudy,78.04,0.77,10,5.16,0.4,0.0021
Cloudy,80.59,0.7,10,5.78,0.38,0.0019
Cloudy,80.89,0.69,10,5.59,0.29,0.0036
Drizzle,82.01,0.63,10,6.49,0.37,0.0062
Drizzle,83.03,0.61,10,7.29,0.41,0.0081
Drizzle,79.36,0.68,9.95,7.23,0.42,0.0086
Drizzle,78.21,0.75,9.71,6.72,0.62,0.0102
Drizzle,77.44,0.78,9.48,6.06,0.34,0.0298
Drizzle,75.93,0.84,7.07,5.05,0.62,0.0051
Drizzle,73.6,0.89,9.46,3.53,0.72,0.005
Cloudy,72.43,0.92,9.52,2.66,0.41,0
Drizzle,71.14,0.93,9.53,2.99,0.36,0.0277
Cloudy,70.94,0.87,9.61,3.23,0.48,0.0025
Cloudy,70.45,0.89,9.57,2.83,0.25,0
Cloudy,69.58,0.89,9.54,3.25,0.4,0
Cloudy,68.74,0.9,9.51,3.21,0.28,0
Cloudy,68.49,0.9,9.44,3.46,0.29,0
Cloudy,67.9,0.91,9.39,3.88,0.3,0
Cloudy,67.44,0.91,9.33,4.05,0.27,0
Cloudy,67.84,0.9,9.27,3.97,0.25,0
Clear,69.97,0.87,9.26,4.72,0.17,0
Clear,73.48,0.8,9.43,6.09,0.11,0
Clear,77.14,0.72,9.74,7.16,0.07,0
Clear,80.33,0.63,9.98,7.56,0.09,0.0009
Clear,82.52,0.53,10,7.76,0.14,0
Clear,84.53,0.46,10,8,0.19,0
Cloudy,85.49,0.44,10,7.53,0.32,0
Cloudy,86.12,0.43,10,7.83,0.33,0
Cloudy,86.48,0.42,10,8.4,0.26,0
Clear,86.16,0.42,10,8.19,0.17,0
Clear,85.17,0.43,10,7.12,0.17,0
Clear,83.52,0.44,10,6.2,0.03,0
Clear,81.13,0.45,10,4.83,0.12,0
Clear,77.34,0.52,10,3.98,0.08,0
Clear,74.58,0.58,10,3.21,0.05,0
Clear,72.24,0.64,9.8,2.42,0.04,0
Clear,71.08,0.7,10,3.28,0.05,0
Clear,69.78,0.73,10,3.01,0.05,0
Clear,69,0.75,10,3.14,0.03,0
Clear,68.12,0.78,10,3.03,0.03,0
Clear,67.76,0.79,10,3.07,0.04,0
Clear,67.49,0.8,10,3.16,0.14,0
Clear,67.21,0.8,10,3.37,0.19,0
Clear,67.39,0.79,10,3.64,0.08,0
Clear,70.21,0.76,10,3.97,0.04,0
Clear,74.69,0.69,10,4.88,0.05,0
Clear,78.92,0.62,10,5.42,0.05,0
Clear,81.92,0.56,10,6.4,0.06,0
Clear,84.41,0.5,10,5.13,0.05,0
Clear,86.1,0.48,10,4.42,0.11,0
Clear,87.18,0.45,10,4.64,0.11,0
Clear,87.83,0.45,10,5.35,0.11,0
Clear,88.1,0.44,10,5.27,0.19,0
Clear,88.31,0.45,10,4.6,0.18,0
Clear,87.54,0.45,10,3.95,0.05,0
Clear,86.16,0.48,10,3.55,0.02,0
Clear,83.79,0.51,10,3.01,0.02,0
Clear,79.76,0.58,9.99,2.47,0.03,0
Clear,76.79,0.65,9.77,2.04,0.01,0
Clear,74.81,0.7,9.56,0.61,0.01,0
Cloudy,74.24,0.75,10,1.41,0.44,0
Clear,72.69,0.78,10,1.24,0.14,0
Clear,71.71,0.81,10,1.32,0.1,0
Cloudy,70.87,0.83,10,2.05,0.44,0
Clear,70.06,0.85,10,3,0.24,0
Clear,69.21,0.87,10,3.05,0.01,0
Clear,68.41,0.89,10,1.42,0.04,0
Clear,68.43,0.89,9.86,1.43,0.04,0
Clear,71.96,0.85,9.9,2.11,0.04,0
Clear,77.49,0.77,10,2.02,0.04,0
Clear,82.29,0.68,10,2.46,0.07,0
Clear,85.11,0.61,10,2.77,0.17,0
Clear,85.53,0.56,10,2.88,0.11,0
Cloudy,86.5,0.53,10,3.58,0.25,0
Cloudy,88.21,0.5,10,3.03,0.4,0
Cloudy,88.5,0.49,10,3.3,0.39,0.001
Clear,89.82,0.48,10,3.77,0.22,0.0013
Clear,89.43,0.48,10,3.19,0.12,0.0013
Clear,89.55,0.47,10,3.6,0.12,0.0009
Clear,87.45,0.49,10,4.06,0.18,0
Clear,85.31,0.52,10,4.24,0.03,0
Clear,81.61,0.61,9.99,3.24,0.03,0
Clear,80.07,0.68,9.94,3.39,0.03,0
Clear,78.3,0.73,9.85,2.09,0.03,0
Clear,76.33,0.82,9.89,1.87,0.05,0
Clear,75.13,0.87,9.87,1.99,0.05,0
Clear,73.75,0.89,9.86,1.43,0.06,0
Clear,72.68,0.91,9.73,1.2,0.04,0
Clear,71.99,0.92,9.04,0.97,0.11,0
Clear,71.69,0.93,9.02,0.96,0.08,0
Clear,71.01,0.93,8.77,1.15,0.1,0
Clear,71.43,0.94,7.6,0.54,0.19,0
Clear,74.51,0.9,9.02,0.71,0.17,0
Clear,79.3,0.8,9.85,1.14,0.18,0
Clear,83.25,0.71,9.94,1.86,0.17,0
Drizzle,84.73,0.67,10,3.09,0.27,0.036
Drizzle,86.64,0.62,10,3.89,0.17,0.0374
Drizzle,87.52,0.58,10,4.14,0.2,0.0178
Drizzle,89.2,0.55,10,3.96,0.2,0.0364
Drizzle,90.16,0.54,10,3.94,0.35,0.0225
Drizzle,90.84,0.52,10,4.96,0.66,0.0062
Drizzle,89.51,0.53,9.98,4.53,0.62,0.0149
